   0.0000000e+00  -1.0824674e-14   0.0000000e+00  -5.6597994e-73 -2.1289799e-109   3.2203647e-37
  -6.7556667e-02  -9.7392139e-01  -1.8715414e+00   1.3983858e-02   1.0259544e-02   5.4772368e-03
  -1.0258453e-01  -8.6919870e-01  -1.7267782e+00   1.1519453e-02   8.3320137e-03   3.8120839e-03
  -1.0574824e-01  -9.2479058e-01  -1.7650357e+00   1.1263510e-02   8.2416944e-03   3.9022099e-03
  -9.0046836e-02  -8.9938093e-01  -1.7410863e+00   1.1407559e-02   7.8254770e-03   3.6172921e-03
  -9.9363373e-02  -8.6948577e-01  -1.7004358e+00   1.0883609e-02   7.4353686e-03   3.2338642e-03
  -1.0458988e-01  -8.9102376e-01  -1.6892740e+00   1.0293362e-02   7.5283742e-03   3.4630002e-03
  -1.0867587e-01  -1.0134940e+00  -1.8117719e+00   1.2865007e-02   7.7130668e-03   3.5849303e-03
  -1.0708376e-01  -1.2877439e+00  -2.2022887e+00   1.6702484e-02   8.3812167e-03   4.6027873e-03
  -1.2259649e-01  -1.2783015e+00  -2.3429497e+00   1.8056062e-02   8.8307795e-03   4.6875233e-03
  -9.0138881e-02  -1.0909095e+00  -2.0531629e+00   1.5778851e-02   7.5542349e-03   3.9209601e-03
  -3.9677462e-02  -6.7636484e-01  -1.4013131e+00   9.7067177e-03   5.9923431e-03   2.9683317e-03
  -4.3290550e-02  -5.3374440e-01  -1.1371267e+00   6.3549887e-03   5.0429720e-03   1.4532521e-03
  -6.5304874e-02  -5.4901285e-01  -1.1661036e+00   7.1298965e-03   5.6866188e-03   1.4355162e-03
  -6.0354241e-02  -5.5364076e-01  -1.1652092e+00   6.8440437e-03   4.9489301e-03   1.3916160e-03
  -5.6388729e-02  -6.2697513e-01  -1.1433739e+00   6.3925766e-03   4.8234982e-03   1.9521208e-03
  -9.3300789e-02  -5.8831443e-01  -1.0618816e+00   4.7456205e-03   4.1486296e-03   1.2777609e-03
